Company,Date,Title,Abstract,sentiment_abstract,sentiment_category_abstract
IBM,20/10/2015,daily report: ibm and yahoo in the hot seats,"ibm and yahoo are in the hot seat this week as both companies seek to rev up their growth. ibm, which reported results on monday, posted falling sales. next up is yahoo.",0.25,Neutral
IBM,29/09/2015,"tim cook, apple's chief, speaks on civic duty","timothy d. cook, apple's chief executive, discussed civic duty, environment and selling to businesses at an event on tuesday.",0.0,Neutral
IBM,18/08/2015,pivotal software gets a new leader and announces strong cloud revenue,"paul maritz is stepping aside as chief executive of pivotal software. pivotal, the cloud-computing spinoff of emc, also announced strong growth in cloud subscriptions.",0.7096,Very Positive
IBM,21/07/2015,"daily report: ibm revenue falls, highlighting challenges as it shifts course","the technology company, which does most of its business overseas, said most of the decline in the second quarter was because of the strong dollar.",0.5106,Positive
IBM,15/06/2015,ibm invests to help open-source big data software -- and itself,"ibm plans to invest heavily in accelerating the adoption of the open-source big data software, spark. with the move, ibm is investing as much in its own future as in the open-source project.",0.2263,Neutral
IBM,23/04/2015,"with amazon atop the cloud, big tech rivals are giving chase","amazon said in its first-quarter earnings report that its cloud division, amazon web services, had revenue of $1.57 billion and operating income of $265 million.",0.34,Neutral
IBM,07/04/2015,hp comes to terms with the cloud,"hewlett-packard has decided it cannot compete with the likes of amazon and google for one of the hottest new businesses. instead, on the eve of its split into two companies, hp is learning about collaborative technologies, and not just for its customers.",0.5423,Positive
IBM,25/02/2015,"vivek wadhwa, voice for women in silicon valley, is foiled by his tone",mr. wadhwa was one of the loudest male voices pushing for gender diversity in silicon valley. his story is a lesson in how not to handle criticism.,0.3412,Neutral
IBM,28/01/2015,amazon's got mail,amazon's latest foray: back-end email systems.,0.0,Neutral
IBM,16/11/2014,amazon moves to extend cloud-computing dominance,"amazon web services already has the largest share of the worldwide cloud-computing market, and is looking for ways to expand the range of services it offers.",0.6369,Very Positive
IBM,15/10/2014,"apple to unveil new ipads, as rivals gain ground","the announcement of the tablets, which are expected to have significant upgrades, is coming as sales have slowed and competition has toughened.",0.2263,Neutral
IBM,28/09/2014,the google formula for success,"the key to success in modern business is hiring and nurturing ""smart creatives,"" according to a new book co-authored by eric schmidt, former chief executive of google.",0.8555,Very Positive
IBM,11/08/2014,"'beep,' says the bellhop","the aloft hotel in cupertino, calif., will begin testing a robot designed to shuttle items from the hotel lobby desk to guest rooms.",0.0258,Neutral
IBM,15/07/2014,apple joins with ibm on business software,"the two companies have been working on more than 100 software programs developed for apple's ios operating system, tailoring them for use in industries.",0.0,Neutral
IBM,11/06/2014,intelligence too big for a single machine,"a surge in data and software to find patterns in it, and advances in storage and communication, have transformed the computing industry.",0.0,Neutral
IBM,24/04/2014,companies back initiative to support openssl and other open-source projects,the heartlbleed bug that weakened the security of millions of web servers and internet-connected devices also exposed a flaw in open-source software maintenance that many have promised to fix.,0.3182,Neutral
IBM,28/03/2014,blackberry sees hope for future in security,"blackberry has had relentlessly bad financial news, but analysts are no longer raising concerns that the company is rapidly heading toward collapse.",-0.8537,Very Negative
IBM,15/02/2014,intel's sharp-eyed social scientist,"as part of intel's mission to be regarded as more than just a chip maker, the anthropologist genevieve bell leads a globe-trotting team that is trying to learn what people crave in their electronics.",0.0,Neutral
IBM,15/01/2014,"today's scuttlebot: dorsey on disrupting receipts, and implications of the net neutrality ruling","wednesday's highlights from around the web include jack dorsey, while pitching his payments start-up, square, arguing that the receipt is an untapped ""canvas"" and ""publishing medium."" plus, why the network neutrality ruling on tuesday could matter to start-ups.",-0.4404,Negative
IBM,13/11/2013,ibm to announce more powerful watson via the internet,"companies, academics and individual software developers will be able to use watson at a small fraction of the previous cost.",0.0,Neutral
IBM,13/10/2013,privacy fears grow as cities increase surveillance,"a program in oakland, calif., is one of the latest and most contentious examples of cities using big data technology, and federal dollars, for routine law enforcement.",-0.3597,Negative
IBM,26/08/2013,daily report: tech upstarts consider their mortality,"the leaders of up-and-coming technology companies are pondering the lesson of microsoft and its departing chief, steven ballmer: that even an industry leader is likely be dethroned eventually.",0.0,Neutral
IBM,11/07/2013,"microsoft overhauls, the apple way",the giant software company is creating four new divisions and reassigning nearly every senior executive as it tries to create timely products that consumers want.,0.5574,Very Positive
IBM,07/06/2013,vince vaughn and owen wilson arrive in silicon valley,"when the stars of the comedy ""the internship"" arrived at google to shoot the movie, they were forced to adjust to some quirks of silicon valley culture.",-0.4404,Negative
IBM,29/04/2013,amazon's boom in cloud partners,"amazon web services is in the middle of a worldwide tour, selling itself to customers and partners and gearing up for competition from a variety of new competitors.",0.1779,Neutral
IBM,04/04/2013,a place where old computers go to live,"in the living computer museum, opened quietly last fall in seattle, paul allen has assembled systems you probably have never heard of -- unless you were a computer hacker in the 1960s or 1970s.",0.0,Neutral
IBM,28/02/2013,"and now, from i.b.m., it's chef watson",i.b.m. is attempting to expand its artificial intelligence technology and turn its jeopardy-winning computer watson into something that actually makes commercial sense.,0.6597,Very Positive
IBM,25/01/2013,silicon valley companies lobbying against europe's privacy proposals,a dispute has brought into the open how much europe and the united states differ on privacy rights and their role in the digital economy.,0.0258,Neutral
Intel,29/12/2016,how china built 'iphone city' with billions in perks for apple's partner,"a hidden bounty of benefits for foxconn's plant in zhengzhou, the world's biggest iphone factory, is central to the production of apple's most profitable product.",0.6997,Very Positive
Intel,13/12/2016,"when trump meets tech leaders, jobs will be on the agenda","the executives meeting with mr. trump in manhattan on wednesday include elon musk of tesla, timothy d. cook of apple and jeff bezos of amazon.",0.1779,Neutral
Intel,14/08/2016,intel's new mission: find fresh uses for its famous paranoia,"the world's biggest semiconductor company is scrambling for a place in sensors, wireless networking and autonomous vehicles, as computing spreads to nearly every machine.",0.0,Neutral
Intel,04/05/2016,moore's law loses some true believers,an association of chip makers is signaling that the principle that has guided improvements in chip technology for decades may soon have run its course.,0.3182,Neutral
Intel,19/04/2016,"intel to cut 12,000 jobs as pc demand plummets","the company, the largest semiconductor maker, will lay off 11 percent of its work force as it shifts to supplying chips for phones and other devices.",0.0,Neutral
Intel,22/02/2016,facebook open sources wireless gear,the social networking giant wants virtual reality everywhere. that means getting hardware costs down.,0.0,Neutral
Intel,11/01/2016,daily report: the tech news cycle is about to ramp up,an already busy start to the year for the tech sector is set to ramp up with the beginning of the tech earnings season this week.,0.0,Neutral
Intel,30/10/2015,u.s. tech giants may blur national security boundaries in china deals,"a growing number of companies like ibm, cisco systems and microsoft have partnerships with chinese companies with ties to the military, and experts are questioning those links.",0.4767,Positive
Intel,13/09/2015,intelligence start-up goes behind enemy lines to get ahead of hackers,isight partners has assembled a team of expert analysts fluent in 24 languages to infiltrate the underground and prevent criminals from attacking its clients.,-0.765,Very Negative
Intel,30/07/2015,"u.s. sets goal for faster supercomputers. much, much faster.",president obama announced an ambitious goal of creating an ultrafast machine that could enable breakthroughs in fields like medicine and astronomy.,0.7783,Very Positive
Intel,16/06/2015,chip makers renew pleas to congress for trade bill,"american chip makers say that, without the trade deal, they will be squeezed out of the growing asian market for computer chips by competitors in countries like china.",0.4939,Positive
Intel,22/04/2015,working with old office files on a new mac os,"even with an upgrade, there are several ways to work with microsoft office files. also, backing up data on an amazon fire tablet.",-0.1531,Neutral
Intel,15/03/2015,"managers turn to computer games, aiming for more efficient employees",betterworks is part of a growing office software niche that aims to whip workers into shape through compulsory competition and public scoring.,0.1779,Neutral
Intel,07/01/2015,daily report: intel pledges $300 million to increase diversity in tech industry,the fund is intended to help attract more women and minorities to the technology field and make it more hospitable to them once they get there.,0.6369,Very Positive
Intel,02/12/2014,protecting data privacy at school and at play,"with the growing use of mobile devices in school, and with advertisers compiling data on children's web activities, what can parents do to stop unwelcome tracking?",-0.4939,Negative
Intel,08/10/2014,fashion and functionality meet in smart jewelry,"manufacturers are teaming up with designers to produce stylish bracelets, rings and cuff links that are also tech devices.",0.0,Neutral
Intel,03/08/2014,"cloud revenue jumps, led by microsoft and ibm","titans from earlier heydays of computing have both seen recent increases that outstripped the cloud-computing industry generally, according to industry reports.",0.0,Neutral
Intel,18/06/2014,intel introduces custom cloud chip,"as cloud computing gets bigger, some applications have to run on thousands of computer servers at once. intel on wednesday offered a way to tailor its server chip for this work.",0.0,Neutral
Intel,12/05/2014,plaintiff in silicon valley hiring suit maligns deal,"michael devine, one of four plaintiffs named in the class action against apple, google, intel and adobe, has asked the judge in the case to reject the settlement his own lawyers negotiated.",-0.4019,Negative
Intel,07/04/2014,the big data challenge to legacy data management companies,the challenge of big data software tools to traditional data software companies is not that the new technology will be a direct replacement for the old.,0.0772,Neutral
Intel,28/02/2014,engineers allege hiring collusion in silicon valley,"a class-action suit by silicon valley engineers against companies including google, apple and intel has revealed details of an agreement among them not to cold-call one another's employees.",0.4939,Positive
Intel,28/01/2014,"as facebook turns 10, zuckerberg wants to change how tech industry works","a facebook-sponsored, open-source software group met at the san jose convention center tuesday, and the facebook chief executive made an unscheduled appearance. among his geeky tribe, he gave an uncharacteristically clear sense of his ambitions. and you already thought they were big.",0.25,Neutral
Intel,10/01/2014,daily report: seeking new ways to make computer chips,scientists are looking for new ways to make computer chips and investigating materials that can self-assemble.,0.0,Neutral
Intel,18/12/2013,new 49ers stadium will be built with intel guts,"intel said wednesday it would provide advanced technology for a new stadium being built for the 49ers in santa clara, a city 45 miles south of san francisco that is also the company's headquarters.",0.25,Neutral
Intel,23/10/2013,longing for the 'wow' at apple's product showcases,apple's keynote presentations were once the most exciting events in the tech industry. now they feel repetitive and boring.,0.0498,Neutral
Intel,10/09/2013,intel's extensive makeover,"in a low-key way, the world's largest maker of semiconductors just bid goodbye to the world of pcs and servers, and made a real bid for the cloud. in an exclusive interview, intel's president talks about intel's cultural transformation, which includes help from google and facebook.",0.4939,Positive
Intel,28/07/2013,pc industry fights to adapt as tablets muscle in,"while sales of pcs to businesses remain steady, demand among consumers has plunged, largely because people are instead buying ipads, kindle fires and other tablets.",-0.128,Neutral
Intel,28/06/2013,"today's scuttlebot: celebrating orwell's '1984,' and uber in taipei","the technology reporters and editors of the new york times scour the web for important and peculiar items. friday's selections include a dutch group decorating surveillance cameras in utrecht in honor of george orwell's 110th birthday, and a taxi app opens for business in taiwan's capital.",0.6808,Very Positive
Intel,07/06/2013,h.p. explains its computing shotgun,"hewlett-packard has prided itself on the cost advantages it gets from running the biggest supply systems in tech. from the way top executives are talking though, that supply chain is about creating lots of products fast. it reflects the market, but means there's more to manage.",0.4118,Positive
Intel,03/05/2013,daily report: intel chief sees many more devices and connections,"brian krzanich takes over a company dominant in pc chips but lagging in making chips for hot products like smart phones and tablets, quentin hardy reports in the new york times.",0.8271,Very Positive
Johnson & Johnson,14/12/2016,yahoo says 1 billion user accounts were hacked,the company says the attack was separate from the breach that led to an earlier disclosure that 500 million accounts were hacked.,-0.7003,Very Negative
Johnson & Johnson,26/10/2016,your phone can help you get fit,apps that focus on running and other exercises can help you reach your fitness goals.,0.5994,Very Positive
Johnson & Johnson,16/05/2016,"twitter appoints debra lee, adding diversity to its board","ms. lee is the first african-american director at twitter, which been criticized for a lack of representation of varied ethnic groups.",-0.5859,Very Negative
Johnson & Johnson,06/08/2015,"ibm adds medical images to watson, buying merge healthcare for $1 billion",the company is investing not only money but also some of its corporate reputation on the belief that it can be a technological leader in improving health care.,0.8402,Very Positive
Johnson & Johnson,27/02/2015,mutual suspicion mars tech trade with china,"with china and the united states wary of the other's digital espionage, american tech companies are caught in the middle.",0.4215,Positive
Johnson & Johnson,24/06/2014,directv and at&t make case to congress,"back-to-back hearings in the house and senate heard from company executives who said a merger could lower cable prices, as well as opponents of the deal.",-0.0258,Neutral
Johnson & Johnson,31/01/2014,gopro goes amateur,the camera company is shifting from exclusively building hardware to focusing more on distributing the media that its cameras create.,0.2732,Neutral
Johnson & Johnson,05/07/2013,the price of amazon,bookselling was once a local business. now amazon has a larger market share of new and used printed books than any company has ever. that gives it extraordinary power.,0.4404,Positive
Johnson & Johnson,02/03/2013,"stand up and cheer, but hit 'pause' first","at some sports arenas, fans can now receive multiple video feeds of the action on their smartphones. but what does that do to the communal enjoyment of a live event?",0.7096,Very Positive
Johnson & Johnson,05/07/2012,apple's retail expansion falls short in china,the shortage of retail stores and authorized resellers leaves room for unlicensed resellers. bad experiences at unauthorized shops run the risk of eroding confidence in apple's products.,-0.5106,Negative
Johnson & Johnson,26/01/2012,today's scuttlebot: tales of kim dotcom and the iphone makers,"the technology reporters and editors of the new york times scour the web for important and peculiar items. thursday's selection includes items on the life of the founder of megaupload, a new iphone 5 rumor and the creator of the apple stores unveiling his vision for j. c. penney.",0.5267,Positive
Johnson & Johnson,25/08/2011,"big shoes at apple, but maybe not unfillable","as timothy d. cook takes over as apple's chief executive, followers of the company wonder how he will react to the spotlight and the scrutiny.",0.0,Neutral
Johnson & Johnson,02/05/2011,sony declines to testify at congressional hearing,sony on monday declined to testify at a congressional hearing on data breaches and their affect on consumers. an earlier deadline has been placed on sony to answer questions about its servers being hacked last week.,-0.4019,Negative
Johnson & Johnson,29/09/2010,the social network that gets down to business,linkedin allows its 75 million users to network with other professionals to find jobs or help build their businesses.,0.4019,Positive
Johnson & Johnson,02/04/2010,will the ipad cause the end of innovation?,a debate in tech circles questions whether apple's ipad is a good or bad thing for the development of innovative software.,0.3182,Neutral
Johnson & Johnson,17/09/2009,text-to-speech technology reaches an inflection point,a flood of new devices and software has made text-to-speech technology cheaper and more accessible to those with speech impairments.,0.0,Neutral
Johnson & Johnson,05/06/2009,venture capital's elders say think small,some venture capitalists who have been investing since the 1960s say the v.c. industry has grown much too big.,0.0,Neutral
Johnson & Johnson,20/05/2008,former aol executives sued in ad-revenue case,the s.e.c. filed fraud charges against eight former aol executives over an accounting procedure that caused the company to overstate its advertising revenue by more than $1 billion.,-0.7096,Very Negative
Johnson & Johnson,01/02/2008,microsoft is building a spaceship out of spare parts,"for microsoft, trying to build a new internet portal-search engine-advertising network-cloud computing company will be trying to make a new interplanetary spaceship out of an old soyuz capsule and spacelab while hurtling through the ether.",-0.34,Neutral
Johnson & Johnson,27/09/2006,"more travelers, still at home, meeting online","new online services are giving travelers more places to find road-trip companions, or just pointers for finding local favorites.",0.6369,Very Positive
JPMorgan Chase,03/12/2015,"number26, german banking start-up, expands across europe",the rise of new banking-focused start-ups like number26 is forcing traditional players like deutsche bank and jpmorgan chase to respond to people's desire to access financial services through their smartphones.,0.7717,Very Positive
JPMorgan Chase,27/03/2015,slack gets hacked as start-up technologies become targets,"communications start-up slack gets hacked, just days after twitch discloses a similar incident.",-0.4019,Negative
JPMorgan Chase,28/08/2014,daily report: jpmorgan and other u.s. banks are hit by hackers,"in a sophisticated cyberattack, the hackers infiltrated the banks' networks, siphoning off gigabytes of data, including checking and savings account information.",0.5574,Very Positive
JPMorgan Chase,05/01/2014,ireland stirs homegrown flavor into tech scene,irish officials are using grants and tax breaks to help small start-ups find room among the silicon valley giants that employ thousands in dublin.,0.5574,Very Positive
JPMorgan Chase,13/03/2013,obama discusses computer security with corporate chiefs,president obama is looking for support as he presses for legislation that would give the administration new technological tools and broader authority in the battle against computer attacks.,-0.3612,Negative
JPMorgan Chase,12/02/2012,start-ups seek to help users put a price on their personal data,"personal data management has none of the obvious appeal of social networks or smartphones, but concerns about privacy may be changing that.",0.0,Neutral
JPMorgan Chase,23/03/2011,swiping is the easy part,"with cellphones ready to act as credit cards, banks, carriers and card issuers are fighting for control.",0.3818,Positive
JPMorgan Chase,24/07/2007,h.p. making 2 purchases to push data,"hewlett-packard said it had agreed to pay $1.6 billion for software maker opsware, giving a hefty payoff to opsware founder, marc andreessen.",0.4767,Positive
JPMorgan Chase,02/02/2008,bullish about the web,a january report by jpmorgan chase said growing revenues from online advertising would in part lead to a great year for internet stocks.,0.7003,Very Positive
McDonald's,18/12/2016,a world of surveillance doesn't always help to catch a thief,"a reporter's credit card was stolen, so he counted all the video cameras in stores where it was used afterward. and then he included the data from the uber rides.",-0.1531,Neutral
McDonald's,30/10/2016,the stakes are rising in google's antitrust fight with europe,"the search giant is fighting three antitrust charges, and the results will have a major impact on both the tech company and european policy makers.",-0.5574,Very Negative
McDonald's,05/09/2015,mike and quentin's week in tech: amazon's offline game changer,the online marketplace will now allow its prime members to download some movies and tv shows to ios and android devices to watch programming offline.,0.1027,Neutral
McDonald's,28/10/2014,"apple pay already a huge hit, cook says","at a tech conference in california, timothy d. cook, apple's chief executive, said that one million credit cards had been activated on apple pay in the first three days that the mobile payment system was live.",0.296,Neutral
McDonald's,23/10/2013,london's tech city takes root,"the british capital's growing credibility in the tech scene has attracted companies to east london -- or tech city, as some local politicians call the area.",0.5423,Positive
McDonald's,04/10/2012,a billion users raise stakes at facebook for revenue,"facebook announced that it was the first social network to reach one billion active users on the site. although a few companies can claim to have had more than a billion customers, facebook is the first social network to hit that number.",0.4767,Positive
McDonald's,15/04/2012,"disruptions: innovation isn't easy, especially midstream","why could a small start-up build instagram, a photo app, and sell it for $1 billion while companies like eastman kodak, steeped in photography and the emotionalism of photography, could not? culture got in the way.",0.3612,Positive
McDonald's,20/04/2011,mcdonald's makes subtle play for children online,a virtual world created by mcdonald's shows how food companies aim to keep children on their web sites for long periods of time.,0.25,Neutral
McDonald's,01/07/2010,an explosion of samsung galaxies,"samsung's galaxy s phones, with their startlingly bright screens and speedy processors, are so impressive that all four major networks -- at&t, sprint, t-mobile and verizon -- will offer a version.",0.7809,Very Positive
McDonald's,29/07/2009,advertisers welcome microsoft-yahoo search deal,advertising-industry leaders say they are happy to see a stronger alternative to google in the internet search market.,0.743,Very Positive
McDonald's,05/12/2008,"one billion mice, and counting","the computer mouse is 40 years old, but touchscreens may lead to its demise.",0.0,Neutral
McDonald's,24/05/2008,shoe seller's secret of success,"in an age of clueless, surly or impossible-to-reach customer service personnel, zappos's fanaticism helps it stand out. it is all in the hiring.",0.0258,Neutral
McDonald's,28/10/2007,making fast food even faster,"restaurants often don't embrace new technology, but interest is now growing in computer systems and web services.",0.6777,Very Positive
McDonald's,25/01/2006,finding new connections when wi-fi is not enough,"the spread of wi-fi, the wireless protocol that has fueled the growth in internet access from coffee shops to mcdonald's to your local library, has sown the seeds of its own obsolescence.",0.3818,Positive
Merck,22/06/2015,data mining start-up enigma to expand commercial business,"after preparing open data for civic-minded projects, the company hopes to interest corporate clients in the insights that can come from public data sets.",0.7003,Very Positive
Merck,19/07/2012,former clinton adviser joins microsoft,"mark penn, a former strategic adviser to bill and hillary clinton, will now work for a new boss: steve ballmer, the chief executive of microsoft.",0.0,Neutral
Microsoft,30/12/2016,back up your itunes collection -- or your whole computer,"saving a copy of your itunes library can be as easy as dragging a folder to an external drive, but there are other ways to make sure you're backed up.",0.6187,Very Positive
Microsoft,25/12/2016,why the computing cloud will keep growing and growing,the rapid expansion of internet-connected devices will put even more power in the hands of a few companies with the biggest cloud services.,0.0,Neutral
Microsoft,13/12/2016,"the twitter post, take 2","the popular service currently doesn't let you edit your thoughts after you post them, but some apps can help you make corrections more quickly.",0.6652,Very Positive
Microsoft,06/12/2016,instagram introduces new tools meant to curb abuse and expand privacy,instagram users will soon be able to remove comments and filter out certain followers.,0.2732,Neutral
Microsoft,20/11/2016,microsoft spends big to build a computer out of science fiction,"the computer giant says it's ready to start planning a prototype quantum computer, a superpowerful device that relies on subatomic particles instead of transistors.",0.3612,Positive
Microsoft,05/11/2016,farhad's and mike's week in tech: gaming as prophylaxis to elections,"mike is a medieval witch hunter, as farhad retreats into mario. microsoft's grab for slack's lunch is discussed. and amazon could do better at inspiring shopping.",0.5994,Very Positive
Microsoft,26/10/2016,microsoft unveils its first desktop pc,the surface studio represents microsoft's growing presence in the hardware side of the industry that it once left entirely to its partners.,0.1779,Neutral
Microsoft,18/10/2016,google pixel review: assessing the new smartphone,"the pixel, which uses android software and assistant, an a.i. virtual assistant, is, relatively speaking, mediocre, but fans of android won't regret buying one.",0.4585,Positive
Microsoft,06/10/2016,daily report: the feds can't resist silicon valley's data,"they also don't want anyone to talk about it, a fact that has riled a number of tech companies that are chafing under gag orders.",-0.323,Neutral
Microsoft,28/09/2016,protecting humans and jobs from robots is 5 tech giants' goal,"the partnership on ai unites amazon, facebook, google, ibm and microsoft to ease public fears of machines that are learning to think for themselves.",0.1027,Neutral
Microsoft,15/09/2016,daily report: video is everywhere and regulators have noticed,"as company after company explains its connection to internet video, officials want europe to be viewed as one giant audience.",0.0772,Neutral
Microsoft,07/09/2016,iphone 7 and wireless headphones: analyzing apple's announcements,"as the company updates its most popular product, apple removed a familiar feature: the headphone jack.",0.4754,Positive
Microsoft,10/08/2016,off to college? maybe these devices should go along,"from computers to coffee makers, choosing the right devices for students can be tough. here's a guide to make back-to-school shopping a little easier.",0.2516,Neutral
Microsoft,29/07/2016,gathering cloud-computing,"oracle's announced purchase of netsuite is aimed at getting deeper into the game, while amazon drew more than half its operating earnings from the segment.",0.1779,Neutral
Microsoft,20/07/2016,peter thiel's embrace of trump has silicon valley squirming,a speech by the billionaire co-founder of paypal at the republican convention could spoil a delicate but growing relationship between tech and the g.o.p.,0.2846,Neutral
Microsoft,15/07/2016,"nintendo to re-release nes games, no blowing necessary","a mini-replica of the original nes console will be available in november, preloaded with 30 games, the company announced.",0.3182,Neutral
Microsoft,28/06/2016,downloading video streams to go,some streaming services now allow temporary downloads of certain videos to watch when you do not have internet access.,0.4588,Positive
Microsoft,16/06/2016,unhitching the pc from onedrive,"microsoft's online file-storage service is there to copy your files to the cloud, but you can decline the offer.",0.0,Neutral
Microsoft,08/06/2016,"e3, fading catnip for video gamers, tries a new approach","e3 has lost some industry participants in what was once a premier event, but it is adjusting its lineup and adding an event for gamers.",-0.1655,Neutral
Microsoft,25/05/2016,"microsoft cutting 1,850 jobs in smartphone unit","as sales dwindle, most of the reduction will come in finland, where the mobile business bought from nokia originated.",0.0,Neutral
Microsoft,17/05/2016,china's new requirement for u.s. tech companies,"the reviews, which require company employees to appear in person, involve consumer software and mainstream devices and look at encryption or data storage.",0.0,Neutral
Microsoft,04/05/2016,restoring windows photo viewer in windows 10,"microsoft's older program for displaying images has been replaced with the new photos app, but you have alternatives.",0.0,Neutral
Microsoft,23/04/2016,farhad and mike's week in tech: to be or not to be an uber employee,the tentative uber settlement leaves unresolved the dispute over the company's practice of keeping its drivers as contractors instead of employees.,-0.4019,Negative
Microsoft,20/04/2016,e.u. charges dispute google's claims that android is open to all,"europe's competition chief said google unfairly promoted its services with cellphone makers, limiting rivals in the smartphone software market.",0.4215,Positive
Microsoft,14/04/2016,microsoft sues justice department to protest electronic gag order statute,the company is challenging the use of secrecy orders that prevent it from telling people when the government obtains a warrant to read their emails.,0.1779,Neutral
Microsoft,04/04/2016,adding links to the windows 10 start menu,"if you miss some of the handy shortcuts from earlier versions of windows, you can easily add them.",0.2023,Neutral
Microsoft,27/03/2016,american tech giants face fight in europe over encrypted data,"as apple battles the f.b.i. over ""unlocking"" an iphone, european governments are pushing for greater access to people's digital lives.",-0.0258,Neutral
Microsoft,22/03/2016,crowdsignals aims to create a marketplace for smartphone sensor data,"a new project seeks to collect, label and pay for mobile sensor data and encourage innovation in many fields.",0.6705,Very Positive
Microsoft,07/03/2016,microsoft to close 2 game development studios,"the studios are lionhead, which is based in britain, and press play, which is based in denmark.",0.34,Neutral
Microsoft,01/03/2016,keeping track of windows updates,you can see what software and security patches microsoft has pushed out to your pc by looking in the windows update history.,0.34,Neutral
Microsoft,24/02/2016,u.s. asks tech and entertainment industries help in fighting terrorism,the white house summoned executives from social media and entertainment to washington for talks on countering recruiting efforts by extremists.,0.4215,Positive
Microsoft,17/02/2016,apple's stance highlights a more confrontational tech industry,the battle between apple and law enforcement officials over a terrorist's cellphone is heading toward an eventual victory for tech companies.,-0.3818,Negative
Microsoft,03/02/2016,how to watch the super bowl when you don't have cable,a variety of easy -- and legitimate -- ways are now available for watching the biggest football game of the year.,0.4404,Positive
Microsoft,29/01/2016,replacing windows media center,"microsoft has retired the windows media center software, but other programs can manage your music, movies and photos in windows 10.",0.0,Neutral
Nike,06/12/2016,supreme court gives samsung a reprieve in apple patent case,a unanimous court ruled on tuesday that samsung may not have to pay $399 million in damages for copying parts of the iphone's distinctive look.,-0.3826,Negative
Nike,18/03/2015,video feature: design gains importance as devices get more personal,"experts say it's not enough for a smartphone or other gadget to have all the software bells and whistles, it must also look and feel good.",0.4404,Positive
Nike,18/06/2014,fitness devices that do (just) a bit more,"new wearable devices track activities, vital statistics and then some, in combination with apps. but is it enough to justify their price?",0.1531,Neutral
Nike,18/02/2014,is instagram another path to riches for facebook?,"the photo- and video-sharing service offers a powerful way for fashion, retail and travel brands to connect with customers, according to a new research report.",0.4215,Positive
Nike,04/09/2013,"the wristwatch may be making a comeback, but with some smarts","few freshmen entering college in 2010, so accustomed to keeping time with their smartphones, had any idea that pointing at a wrist was the universal language for asking the time. but a new generation of computerized watches could reintroduce timekeeping to wrists.",0.0,Neutral
Nike,08/03/2013,"meet memoto, the lifelogging camera","facebook and instagram have conditioned people into sharing photos of their most memorable moments -- vacations, parties, weddings, meals and outings with friends. a swedish start-up called memoto wants to be responsible for capturing everything in between.",0.872,Very Positive
Nike,16/11/2012,daily report: the new algorithm of web marketing,"in friday's new york times, tanzina vega reports on how the traditional formula of advertising is being increasingly tested by fast-paced, algorithmic bidding systems that seek individual consumers online rather than an aggregate audience.",0.0,Neutral
Nike,31/07/2012,tweeting up controversy in 'socialympics',"only a few days into the olympic games, the conversation is getting messy -- especially on twitter, the microblogging platform.",-0.3612,Negative
Nike,13/02/2012,critics question record of monitor selected by apple,"the fair labor association, the firm that apple has hired to examine worker conditions at the plants of its suppliers, has been criticized by labor groups as ineffective.",-0.1779,Neutral
Nike,12/10/2010,"intel tries anonymity, for a change","intel has established one of the most well-known brands, but some new products make little mention of the company.",0.0,Neutral
Nike,31/12/2009,seeking profit in open-source search software,"lucid imagination, an open-source start-up, hopes to rival the likes of microsoft and google in the market for corporate search technology.",0.6808,Very Positive
Nike,10/09/2009,apple's new nano: now the world's smallest camcorder,"among the ipod nano's new features: a microphone, a speaker, an fm radio, a voice recorder, a pedometer that counts how many steps you walk or run, and a camcorder.",0.0,Neutral
Nike,29/05/2009,marathon tech review: finding a runners group online,"to find other runners who can help keep your training regimen on pace, go online before going outside.",0.4019,Positive
Nike,01/11/2006,high-tech sneakers report run data,nike and adidas have introduced sneakers that communicate wirelessly with other technology to provide information about a run. matt villano reports. (producer: jigar mehta),0.0,Neutral
Nike,13/09/2006,apple plans to inhabit living room,a device due out next year will wirelessly stream video and music from a macintosh computer to a television.,0.0,Neutral
Nike,24/05/2006,shoes are made for talking: telling your ipod about you,nike said that it was making running shoes that will be able to send data about the wearer's performance to an ipod using a new wireless system.,0.0,Neutral
Procter & Gamble,09/08/2016,"facebook blocks ad blockers, but it strives to make ads more relevant","the programs that prevent websites from displaying ads will be rendered useless for those accessing the social network's desktop site, but not on mobile browsers.",-0.2144,Neutral
Procter & Gamble,27/12/2015,common stock ownership spreads among start-up investors,"institutional investors typically own preferred stock in technology start-ups. now more of them also own common stock, which may lead to unintended consequences.",0.0,Neutral
Procter & Gamble,09/09/2012,"william moggridge, designer and laptop pioneer, dies at 69","mr. moggridge designed the first laptop, called the grid compass. most recently, he was director of the cooper-hewitt national design museum.",0.0,Neutral
Procter & Gamble,30/03/2011,meg whitman finds a job,"meg whitman, whose track record at picking start-ups for ebay to acquire was mixed, will help a prominent venture capital firm pick winners.",0.7964,Very Positive
Procter & Gamble,09/11/2009,google set to acquire admob for $750 million,the acquisition will help the internet search company to speed up efforts to develop more effective tools for creating and placing mobile ads on smartphones and other devices.,0.807,Very Positive
Procter & Gamble,26/12/2008,glassdoor.com lists naughtiest and nicest c.e.o.'s of 2008,"glassdoor.com rates the best and worst chief executives of the year, based on anonymous employee reviews. the top boss: arthur levinson of genentech. the worst: steve odland of office depot.",-0.4939,Negative
